,County,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cumulative_cases,deaths,cumulative_deaths,cumulative_total_tests,positive_tests,cumulative_positive_tests,cumulative_total_doses,total_partially_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_booster_recip_count,cumulative_bivalent_booster_recip_count,booster_eligible_population,bivalent_booster_eligible_population
514,Alameda,2021-07-13,-22.0,-8.0,24.0,-55.0,-49.0,15.0,92046.0,0.0,1272.0,3010633.0,323.0,107618.0,2157615.0,72283.0,1091192.0,1309.0,1163552.0,0.0,0.0,1405462.0,1405462.0
515,Alameda,2021-07-14,-22.0,-10.0,20.0,-56.0,-50.0,14.0,92310.0,0.0,1272.0,3018167.0,370.0,107988.0,2159945.0,72141.0,1092473.0,1139.0,1164691.0,0.0,0.0,1405462.0,1405462.0
516,Alameda,2021-07-15,-21.0,-10.0,27.0,-54.0,-50.0,14.0,92570.0,1.0,1273.0,3025868.0,360.0,108348.0,2162576.0,71938.0,1093922.0,1246.0,1165937.0,0.0,0.0,1405462.0,1405462.0
517,Alameda,2021-07-16,-23.0,-10.0,21.0,-53.0,-46.0,13.0,92866.0,0.0,1273.0,3032829.0,429.0,108777.0,2165962.0,71625.0,1095801.0,1566.0,1167503.0,0.0,0.0,1405462.0,1405462.0
518,Alameda,2021-07-17,-26.0,-11.0,27.0,-43.0,-15.0,3.0,93105.0,2.0,1275.0,3036824.0,247.0,109024.0,2168113.0,71476.0,1096965.0,1017.0,1168520.0,0.0,0.0,1405462.0,1405462.0
519,Alameda,2021-07-18,-22.0,-11.0,36.0,-37.0,-14.0,2.0,93323.0,0.0,1275.0,3039733.0,183.0,109207.0,2169195.0,71460.0,1097555.0,574.0,1169094.0,0.0,0.0,1405462.0,1405462.0
520,Alameda,2021-07-19,-21.0,-9.0,16.0,-55.0,-50.0,14.0,93684.0,1.0,1276.0,3048099.0,414.0,109621.0,2171819.0,71533.0,1098864.0,1383.0,1170477.0,0.0,0.0,1405462.0,1405462.0
521,Alameda,2021-07-20,-21.0,-6.0,31.0,-55.0,-50.0,14.0,94062.0,3.0,1279.0,3056485.0,444.0,110065.0,2174512.0,71642.0,1100186.0,1431.0,1171908.0,0.0,0.0,1405462.0,1405462.0
522,Alameda,2021-07-21,-21.0,-10.0,24.0,-56.0,-50.0,14.0,94433.0,1.0,1280.0,3064960.0,490.0,110555.0,2177014.0,71750.0,1101405.0,1327.0,1173235.0,0.0,0.0,1405462.0,1405462.0
523,Alameda,2021-07-22,-21.0,-9.0,32.0,-54.0,-50.0,14.0,94753.0,2.0,1282.0,3073914.0,473.0,111028.0,2179637.0,71967.0,1102634.0,1446.0,1174681.0,0.0,0.0,1405462.0,1405462.0
524,Alameda,2021-07-23,-25.0,-11.0,18.0,-53.0,-46.0,13.0,95106.0,4.0,1286.0,3082110.0,484.0,111512.0,2183113.0,72005.0,1104377.0,1782.0,1176463.0,0.0,0.0,1405462.0,1405462.0
525,Alameda,2021-07-24,-28.0,-13.0,22.0,-45.0,-15.0,3.0,95361.0,0.0,1286.0,3086953.0,285.0,111797.0,2185393.0,72251.0,1105402.0,1271.0,1177734.0,0.0,0.0,1405462.0,1405462.0
526,Alameda,2021-07-25,-23.0,-14.0,32.0,-39.0,-15.0,2.0,95642.0,3.0,1289.0,3090142.0,243.0,112040.0,2186139.0,72585.0,1105594.0,526.0,1178260.0,0.0,0.0,1405462.0,1405462.0
527,Alameda,2021-07-26,-23.0,-11.0,15.0,-57.0,-50.0,15.0,96134.0,0.0,1289.0,3100785.0,617.0,112657.0,2188670.0,73197.0,1106582.0,1601.0,1179861.0,0.0,0.0,1405462.0,1405462.0
528,Alameda,2021-07-27,-22.0,-8.0,25.0,-55.0,-49.0,15.0,96579.0,2.0,1291.0,3110419.0,588.0,113245.0,2191632.0,73714.0,1107838.0,1773.0,1181634.0,0.0,0.0,1405462.0,1405462.0
529,Alameda,2021-07-28,-22.0,-11.0,21.0,-55.0,-50.0,14.0,96980.0,0.0,1291.0,3119918.0,546.0,113791.0,2194057.0,74162.0,1108844.0,1454.0,1183088.0,0.0,0.0,1405462.0,1405462.0
530,Alameda,2021-07-29,-22.0,-11.0,30.0,-55.0,-50.0,14.0,97440.0,0.0,1291.0,3131065.0,650.0,114441.0,2196980.0,74657.0,1110096.0,1747.0,1184835.0,0.0,0.0,1405462.0,1405462.0
531,Alameda,2021-07-30,-24.0,-11.0,16.0,-54.0,-46.0,13.0,97852.0,0.0,1291.0,3139942.0,570.0,115011.0,2200549.0,75146.0,1111666.0,2059.0,1186894.0,0.0,0.0,1405462.0,1405462.0
532,Alameda,2021-07-31,-28.0,-13.0,19.0,-44.0,-16.0,3.0,98177.0,4.0,1295.0,3145538.0,376.0,115387.0,2202790.0,75543.0,1112596.0,1327.0,1188221.0,0.0,0.0,1405462.0,1405462.0
533,Alameda,2021-08-01,-22.0,-13.0,29.0,-39.0,-15.0,3.0,98509.0,3.0,1298.0,3149714.0,254.0,115641.0,2203777.0,75741.0,1112969.0,571.0,1188792.0,0.0,0.0,1405462.0,1405462.0
534,Alameda,2021-08-02,-22.0,-9.0,18.0,-57.0,-50.0,14.0,99039.0,3.0,1301.0,3160700.0,684.0,116325.0,2206784.0,76493.0,1114130.0,1913.0,1190705.0,0.0,0.0,1405462.0,1405462.0
535,Alameda,2021-08-03,-20.0,-5.0,27.0,-56.0,-50.0,14.0,99596.0,1.0,1302.0,3173635.0,824.0,117149.0,2210005.0,77382.0,1115341.0,2101.0,1192806.0,0.0,0.0,1405462.0,1405462.0
536,Alameda,2021-08-04,-21.0,-10.0,19.0,-57.0,-50.0,14.0,100044.0,1.0,1303.0,3186636.0,592.0,117741.0,2212775.0,78162.0,1116338.0,1777.0,1194583.0,0.0,0.0,1405462.0,1405462.0
537,Alameda,2021-08-05,-21.0,-9.0,27.0,-56.0,-51.0,14.0,100548.0,0.0,1303.0,3201100.0,757.0,118498.0,2216041.0,78941.0,1117592.0,2033.0,1196616.0,0.0,0.0,1405462.0,1405462.0
538,Alameda,2021-08-06,-24.0,-11.0,11.0,-54.0,-47.0,13.0,101031.0,0.0,1303.0,3213939.0,718.0,119216.0,2220071.0,79851.0,1119157.0,2475.0,1199091.0,0.0,0.0,1405462.0,1405462.0
539,Alameda,2021-08-07,-26.0,-12.0,16.0,-45.0,-17.0,4.0,101361.0,4.0,1307.0,3220920.0,467.0,119683.0,2222558.0,80242.0,1120191.0,1425.0,1200516.0,0.0,0.0,1405462.0,1405462.0
540,Alameda,2021-08-08,-21.0,-11.0,30.0,-39.0,-15.0,3.0,101608.0,3.0,1310.0,3225522.0,235.0,119918.0,2223824.0,80489.0,1120705.0,762.0,1201278.0,0.0,0.0,1405462.0,1405462.0
541,Alameda,2021-08-09,-21.0,-8.0,17.0,-57.0,-50.0,14.0,102157.0,4.0,1314.0,3239855.0,722.0,120640.0,2226965.0,80911.0,1122066.0,1783.0,1203061.0,0.0,0.0,1405462.0,1405462.0
542,Alameda,2021-08-10,-20.0,-4.0,27.0,-56.0,-49.0,14.0,102708.0,3.0,1317.0,3254304.0,726.0,121366.0,2229903.0,81281.0,1123360.0,1664.0,1204725.0,0.0,0.0,1405462.0,1405462.0
543,Alameda,2021-08-11,-21.0,-8.0,24.0,-57.0,-50.0,14.0,103177.0,2.0,1319.0,3269444.0,655.0,122021.0,2232408.0,81665.0,1124430.0,1455.0,1206180.0,0.0,0.0,1405462.0,1405462.0
544,Alameda,2021-08-12,-22.0,-9.0,28.0,-54.0,-50.0,14.0,103684.0,5.0,1324.0,3285304.0,745.0,122766.0,2235352.0,82070.0,1125694.0,1669.0,1207849.0,0.0,0.0,1405462.0,1405462.0
545,Alameda,2021-08-13,-23.0,-10.0,16.0,-53.0,-46.0,12.0,104170.0,6.0,1330.0,3300904.0,746.0,123512.0,2239615.0,82670.0,1127509.0,2418.0,1210267.0,36.0,0.0,1405462.0,1405462.0
546,Alameda,2021-08-14,-26.0,-11.0,21.0,-45.0,-17.0,4.0,104465.0,1.0,1331.0,3309172.0,424.0,123936.0,2242171.0,82854.0,1128635.0,1310.0,1211577.0,71.0,0.0,1405462.0,1405462.0
547,Alameda,2021-08-15,-21.0,-11.0,29.0,-40.0,-16.0,3.0,104681.0,1.0,1332.0,3313799.0,253.0,124189.0,2243466.0,83067.0,1129140.0,718.0,1212295.0,98.0,0.0,1405462.0,1405462.0
548,Alameda,2021-08-16,-20.0,-8.0,17.0,-55.0,-50.0,13.0,105164.0,3.0,1335.0,3332643.0,695.0,124884.0,2246857.0,83372.0,1130572.0,1738.0,1214033.0,180.0,0.0,1405462.0,1405462.0
549,Alameda,2021-08-17,-20.0,-5.0,29.0,-55.0,-49.0,14.0,105661.0,1.0,1336.0,3351457.0,687.0,125571.0,2250274.0,83588.0,1132051.0,1695.0,1215728.0,258.0,0.0,1405462.0,1405462.0
550,Alameda,2021-08-18,-22.0,-10.0,15.0,-55.0,-48.0,14.0,106059.0,1.0,1337.0,3370183.0,636.0,126207.0,2253321.0,83783.0,1133262.0,1407.0,1217135.0,367.0,0.0,1405462.0,1405462.0
551,Alameda,2021-08-19,-21.0,-9.0,25.0,-53.0,-49.0,14.0,106465.0,2.0,1339.0,3387209.0,594.0,126801.0,2256928.0,83963.0,1134700.0,1618.0,1218753.0,512.0,0.0,1405462.0,1405462.0
552,Alameda,2021-08-20,-22.0,-11.0,10.0,-50.0,-45.0,12.0,106911.0,4.0,1343.0,3402920.0,668.0,127469.0,2261591.0,84036.0,1136620.0,1994.0,1220747.0,701.0,0.0,1405462.0,1405462.0
553,Alameda,2021-08-21,-23.0,-12.0,16.0,-40.0,-16.0,4.0,107147.0,3.0,1346.0,3411916.0,395.0,127864.0,2264548.0,83932.0,1137928.0,1204.0,1221951.0,833.0,0.0,1405462.0,1405462.0
554,Alameda,2021-08-22,-19.0,-12.0,32.0,-35.0,-15.0,3.0,107348.0,4.0,1350.0,3417478.0,193.0,128057.0,2265961.0,84102.0,1138453.0,695.0,1222646.0,887.0,0.0,1405462.0,1405462.0
555,Alameda,2021-08-23,-22.0,-10.0,16.0,-55.0,-48.0,13.0,107791.0,3.0,1353.0,3437239.0,604.0,128661.0,2269813.0,83868.0,1140223.0,1536.0,1224182.0,1015.0,0.0,1405462.0,1405462.0
556,Alameda,2021-08-24,-21.0,-7.0,27.0,-55.0,-48.0,14.0,108199.0,1.0,1354.0,3455394.0,572.0,129233.0,2273644.0,83686.0,1141933.0,1528.0,1225710.0,1162.0,0.0,1405462.0,1405462.0
557,Alameda,2021-08-25,-22.0,-9.0,23.0,-55.0,-47.0,14.0,108508.0,4.0,1358.0,3474809.0,536.0,129769.0,2276813.0,83506.0,1143352.0,1239.0,1226949.0,1291.0,0.0,1405462.0,1405462.0
558,Alameda,2021-08-26,-20.0,-8.0,33.0,-52.0,-48.0,14.0,108824.0,2.0,1360.0,3492407.0,546.0,130315.0,2280711.0,83233.0,1145143.0,1518.0,1228467.0,1422.0,0.0,1405462.0,1405462.0
559,Alameda,2021-08-27,-22.0,-9.0,13.0,-50.0,-43.0,12.0,109092.0,0.0,1360.0,3507769.0,475.0,130790.0,2285274.0,82622.0,1147467.0,1714.0,1230181.0,1564.0,0.0,1405462.0,1405462.0
560,Alameda,2021-08-28,-23.0,-10.0,14.0,-42.0,-16.0,5.0,109302.0,3.0,1363.0,3514985.0,230.0,131020.0,2287976.0,82307.0,1148756.0,974.0,1231155.0,1673.0,0.0,1405462.0,1405462.0
561,Alameda,2021-08-29,-19.0,-10.0,33.0,-36.0,-15.0,4.0,109465.0,2.0,1365.0,3519988.0,150.0,131170.0,2289211.0,82133.0,1149360.0,430.0,1231585.0,1714.0,0.0,1405462.0,1405462.0
562,Alameda,2021-08-30,-22.0,-8.0,14.0,-56.0,-46.0,14.0,109797.0,3.0,1368.0,3537874.0,478.0,131648.0,2292590.0,81747.0,1150980.0,1233.0,1232818.0,1856.0,0.0,1405462.0,1405462.0
563,Alameda,2021-08-31,-21.0,-5.0,30.0,-54.0,-46.0,14.0,110114.0,4.0,1372.0,3555569.0,486.0,132134.0,2296157.0,81420.0,1152504.0,1197.0,1234015.0,2089.0,1.0,1405462.0,1405462.0
564,Alameda,2021-09-01,-21.0,-7.0,20.0,-54.0,-46.0,14.0,110408.0,5.0,1377.0,3572813.0,356.0,132490.0,2299110.0,81239.0,1153781.0,1096.0,1235111.0,2255.0,1.0,1405462.0,1405462.0
565,Alameda,2021-09-02,-20.0,-9.0,21.0,-52.0,-46.0,14.0,110676.0,4.0,1381.0,3588961.0,395.0,132885.0,2302477.0,80972.0,1155212.0,1164.0,1236275.0,2486.0,1.0,1405462.0,1405462.0
566,Alameda,2021-09-03,-21.0,-5.0,15.0,-51.0,-43.0,12.0,110934.0,2.0,1383.0,3602204.0,368.0,133253.0,2306911.0,80249.0,1157427.0,1492.0,1237767.0,2688.0,1.0,1405462.0,1405462.0
567,Alameda,2021-09-04,-25.0,-11.0,14.0,-43.0,-19.0,4.0,111094.0,4.0,1387.0,3608841.0,198.0,133451.0,2309121.0,79875.0,1158524.0,723.0,1238490.0,2783.0,1.0,1405462.0,1405462.0
568,Alameda,2021-09-05,-20.0,-12.0,28.0,-39.0,-18.0,2.0,111217.0,3.0,1390.0,3613087.0,117.0,133568.0,2310224.0,79738.0,1159064.0,403.0,1238893.0,2821.0,1.0,1405462.0,1405462.0
569,Alameda,2021-09-06,-18.0,-8.0,44.0,-66.0,-80.0,20.0,111410.0,3.0,1393.0,3618241.0,179.0,133747.0,2310919.0,79625.0,1159403.0,226.0,1239119.0,2859.0,1.0,1405462.0,1405462.0
570,Alameda,2021-09-07,-22.0,-4.0,20.0,-52.0,-45.0,13.0,111723.0,0.0,1393.0,3638684.0,435.0,134182.0,2314638.0,78664.0,1161468.0,1104.0,1240223.0,3016.0,1.0,1405462.0,1405462.0
571,Alameda,2021-09-08,-22.0,-7.0,19.0,-54.0,-44.0,13.0,112023.0,4.0,1397.0,3657476.0,411.0,134593.0,2317495.0,78245.0,1162877.0,990.0,1241213.0,3144.0,1.0,1405462.0,1405462.0
572,Alameda,2021-09-09,-22.0,-8.0,22.0,-52.0,-44.0,14.0,112268.0,0.0,1397.0,3673959.0,407.0,135000.0,2320626.0,77863.0,1164355.0,1096.0,1242309.0,3312.0,1.0,1405462.0,1405462.0
573,Alameda,2021-09-10,-24.0,-10.0,14.0,-51.0,-39.0,12.0,112487.0,2.0,1399.0,3688286.0,304.0,135304.0,2324490.0,77187.0,1166349.0,1318.0,1243627.0,3493.0,1.0,1405462.0,1405462.0
574,Alameda,2021-09-11,-25.0,-11.0,26.0,-42.0,-15.0,4.0,112678.0,2.0,1401.0,3695103.0,184.0,135488.0,2326860.0,76653.0,1167648.0,765.0,1244392.0,3562.0,1.0,1405462.0,1405462.0
575,Alameda,2021-09-12,-22.0,-11.0,31.0,-35.0,-14.0,4.0,112802.0,4.0,1405.0,3699490.0,124.0,135612.0,2327937.0,76471.0,1168221.0,391.0,1244783.0,3600.0,1.0,1405462.0,1405462.0
576,Alameda,2021-09-13,-23.0,-9.0,15.0,-54.0,-44.0,13.0,113064.0,2.0,1407.0,3718095.0,392.0,136004.0,2330729.0,76090.0,1169610.0,1008.0,1245791.0,3707.0,1.0,1405462.0,1405462.0
577,Alameda,2021-09-14,-21.0,-5.0,28.0,-55.0,-43.0,13.0,113278.0,3.0,1410.0,3736152.0,349.0,136353.0,2333475.0,75668.0,1171034.0,1002.0,1246793.0,3818.0,2.0,1405462.0,1405462.0
578,Alameda,2021-09-15,-21.0,-9.0,17.0,-54.0,-44.0,13.0,113485.0,3.0,1413.0,3752852.0,284.0,136637.0,2335856.0,75328.0,1172211.0,837.0,1247630.0,3933.0,2.0,1405462.0,1405462.0
579,Alameda,2021-09-16,-21.0,-10.0,27.0,-52.0,-45.0,13.0,113652.0,3.0,1416.0,3768021.0,271.0,136908.0,2338728.0,74858.0,1173687.0,1006.0,1248636.0,4044.0,3.0,1405462.0,1405462.0
580,Alameda,2021-09-17,-22.0,-10.0,15.0,-49.0,-40.0,12.0,113829.0,1.0,1417.0,3781642.0,294.0,137202.0,2342080.0,74221.0,1175474.0,1151.0,1249787.0,4165.0,3.0,1405462.0,1405462.0
581,Alameda,2021-09-18,-23.0,-13.0,28.0,-35.0,-17.0,4.0,113955.0,1.0,1418.0,3787699.0,140.0,137342.0,2344010.0,73858.0,1176469.0,632.0,1250419.0,4225.0,3.0,1405462.0,1405462.0
582,Alameda,2021-09-19,-21.0,-13.0,35.0,-31.0,-16.0,3.0,114055.0,2.0,1420.0,3792086.0,83.0,137425.0,2345004.0,73722.0,1176972.0,367.0,1250786.0,4253.0,3.0,1405462.0,1405462.0
583,Alameda,2021-09-20,-22.0,-10.0,18.0,-53.0,-43.0,13.0,114268.0,1.0,1421.0,3810141.0,319.0,137744.0,2347703.0,73391.0,1178260.0,957.0,1251743.0,4361.0,3.0,1405462.0,1405462.0
584,Alameda,2021-09-21,-22.0,-7.0,26.0,-54.0,-42.0,13.0,114449.0,2.0,1423.0,3827869.0,265.0,138009.0,2350120.0,73127.0,1179414.0,890.0,1252633.0,4490.0,3.0,1405462.0,1405462.0
585,Alameda,2021-09-22,-22.0,-10.0,21.0,-55.0,-42.0,13.0,114602.0,4.0,1427.0,3844714.0,225.0,138234.0,2352289.0,72963.0,1180412.0,834.0,1253467.0,4586.0,3.0,1405462.0,1405462.0
586,Alameda,2021-09-23,-22.0,-11.0,27.0,-52.0,-42.0,13.0,114757.0,6.0,1433.0,3859292.0,232.0,138466.0,2354795.0,72701.0,1181540.0,866.0,1254333.0,4706.0,3.0,1405462.0,1405462.0
587,Alameda,2021-09-24,-23.0,-12.0,16.0,-49.0,-38.0,11.0,114914.0,2.0,1435.0,3872667.0,242.0,138708.0,2358691.0,72226.0,1183059.0,1044.0,1255377.0,4969.0,3.0,1405462.0,1405462.0
588,Alameda,2021-09-25,-25.0,-13.0,19.0,-39.0,-15.0,4.0,115019.0,5.0,1440.0,3878128.0,120.0,138828.0,2361428.0,72139.0,1183810.0,664.0,1256041.0,5185.0,3.0,1405462.0,1405462.0
589,Alameda,2021-09-26,-23.0,-14.0,25.0,-36.0,-16.0,3.0,115098.0,2.0,1442.0,3882092.0,76.0,138904.0,2363125.0,72039.0,1184196.0,287.0,1256328.0,5371.0,3.0,1405462.0,1405462.0
590,Alameda,2021-09-27,-25.0,-12.0,5.0,-55.0,-42.0,13.0,115292.0,3.0,1445.0,3899821.0,254.0,139158.0,2368051.0,72239.0,1184939.0,943.0,1257271.0,5983.0,4.0,1405462.0,1405462.0
591,Alameda,2021-09-28,-23.0,-8.0,23.0,-56.0,-41.0,13.0,115486.0,1.0,1446.0,3916605.0,226.0,139384.0,2373674.0,72116.0,1185957.0,896.0,1258167.0,6713.0,4.0,1405462.0,1405462.0
592,Alameda,2021-09-29,-22.0,-11.0,21.0,-54.0,-42.0,13.0,115645.0,2.0,1448.0,3932011.0,238.0,139622.0,2379651.0,72015.0,1186908.0,850.0,1259017.0,7626.0,4.0,1405462.0,1405462.0
593,Alameda,2021-09-30,-21.0,-9.0,30.0,-50.0,-42.0,13.0,115791.0,1.0,1449.0,3946393.0,212.0,139834.0,2386023.0,71827.0,1187985.0,889.0,1259906.0,8548.0,4.0,1405462.0,1405462.0
594,Alameda,2021-10-01,-18.0,-8.0,18.0,-46.0,-37.0,11.0,115936.0,1.0,1450.0,3958226.0,219.0,140053.0,2393091.0,71540.0,1189260.0,988.0,1260894.0,9621.0,5.0,1405462.0,1405462.0
595,Alameda,2021-10-02,-19.0,-10.0,24.0,-35.0,-15.0,3.0,116013.0,4.0,1454.0,3962970.0,77.0,140130.0,2396491.0,71364.0,1189986.0,550.0,1261444.0,10115.0,5.0,1405462.0,1405462.0
596,Alameda,2021-10-03,-20.0,-11.0,29.0,-34.0,-15.0,3.0,116121.0,1.0,1455.0,3966915.0,86.0,140216.0,2398001.0,71315.0,1190309.0,274.0,1261718.0,10355.0,5.0,1405462.0,1405462.0
597,Alameda,2021-10-04,-22.0,-8.0,11.0,-54.0,-42.0,13.0,116264.0,2.0,1457.0,3984288.0,214.0,140430.0,2403956.0,71189.0,1191237.0,802.0,1262520.0,11324.0,5.0,1405462.0,1405462.0
598,Alameda,2021-10-05,-21.0,-5.0,21.0,-54.0,-41.0,13.0,116425.0,2.0,1459.0,4001535.0,222.0,140652.0,2409672.0,70992.0,1192232.0,798.0,1263318.0,12234.0,5.0,1405462.0,1405462.0
599,Alameda,2021-10-06,-22.0,-10.0,12.0,-54.0,-41.0,13.0,116570.0,0.0,1459.0,4016467.0,214.0,140866.0,2414701.0,70877.0,1193074.0,727.0,1264045.0,13176.0,5.0,1405462.0,1405462.0
600,Alameda,2021-10-07,-21.0,-10.0,14.0,-51.0,-42.0,13.0,116707.0,2.0,1461.0,4030186.0,197.0,141063.0,2420573.0,70734.0,1193995.0,778.0,1264823.0,14246.0,5.0,1405462.0,1405462.0
601,Alameda,2021-10-08,-22.0,-11.0,7.0,-48.0,-38.0,12.0,116827.0,2.0,1463.0,4042099.0,183.0,141246.0,2427199.0,70490.0,1195116.0,877.0,1265700.0,15467.0,5.0,1405462.0,1405462.0
602,Alameda,2021-10-09,-24.0,-13.0,26.0,-37.0,-15.0,3.0,116909.0,0.0,1463.0,4046667.0,82.0,141328.0,2430255.0,70347.0,1195698.0,439.0,1266139.0,15980.0,5.0,1405462.0,1405462.0
603,Alameda,2021-10-10,-22.0,-15.0,31.0,-35.0,-15.0,3.0,117007.0,2.0,1465.0,4050551.0,78.0,141406.0,2431687.0,70328.0,1195984.0,267.0,1266406.0,16223.0,5.0,1405462.0,1405462.0
604,Alameda,2021-10-11,-21.0,-11.0,4.0,-56.0,-46.0,14.0,117126.0,3.0,1468.0,4064739.0,177.0,141583.0,2436812.0,70138.0,1196869.0,695.0,1267101.0,17155.0,5.0,1405462.0,1405462.0
605,Alameda,2021-10-12,-22.0,-7.0,12.0,-54.0,-41.0,13.0,117269.0,1.0,1469.0,4082444.0,183.0,141766.0,2442485.0,69967.0,1197816.0,776.0,1267877.0,18224.0,5.0,1405462.0,1405462.0
606,Alameda,2021-10-13,-23.0,-12.0,10.0,-54.0,-41.0,13.0,117372.0,0.0,1469.0,4097818.0,192.0,141958.0,2447308.0,69847.0,1198640.0,704.0,1268581.0,19222.0,5.0,1405462.0,1405462.0
607,Alameda,2021-10-14,-21.0,-11.0,23.0,-51.0,-41.0,12.0,117478.0,2.0,1471.0,4111953.0,184.0,142142.0,2452654.0,69633.0,1199578.0,724.0,1269305.0,20256.0,5.0,1405462.0,1405462.0
608,Alameda,2021-10-15,-21.0,-11.0,18.0,-50.0,-37.0,11.0,117586.0,0.0,1471.0,4123705.0,161.0,142303.0,2458995.0,69403.0,1200696.0,888.0,1270193.0,21443.0,5.0,1405462.0,1405462.0
609,Alameda,2021-10-16,-24.0,-14.0,31.0,-40.0,-15.0,3.0,117658.0,0.0,1471.0,4128342.0,77.0,142380.0,2461845.0,69307.0,1201287.0,495.0,1270688.0,21938.0,5.0,1405462.0,1405462.0
610,Alameda,2021-10-17,-22.0,-15.0,15.0,-38.0,-15.0,4.0,117747.0,0.0,1471.0,4132000.0,67.0,142447.0,2463158.0,69266.0,1201605.0,277.0,1270965.0,22178.0,5.0,1405462.0,1405462.0
611,Alameda,2021-10-18,-21.0,-11.0,3.0,-53.0,-42.0,13.0,117899.0,1.0,1472.0,4148639.0,203.0,142650.0,2468014.0,69120.0,1202429.0,678.0,1271643.0,23099.0,5.0,1405462.0,1405462.0
612,Alameda,2021-10-19,-22.0,-8.0,11.0,-55.0,-41.0,13.0,118036.0,0.0,1472.0,4164924.0,182.0,142832.0,2473321.0,68953.0,1203276.0,680.0,1272323.0,24260.0,5.0,1405462.0,1405462.0
613,Alameda,2021-10-20,-23.0,-13.0,-16.0,-55.0,-41.0,14.0,118159.0,2.0,1474.0,4179199.0,163.0,142995.0,2477859.0,68995.0,1203923.0,689.0,1273012.0,25251.0,5.0,1405462.0,1405462.0
614,Alameda,2021-10-21,-22.0,-12.0,-3.0,-53.0,-43.0,14.0,118280.0,2.0,1476.0,4191930.0,194.0,143189.0,2483034.0,68783.0,1204831.0,696.0,1273708.0,26401.0,5.0,1405462.0,1405462.0
615,Alameda,2021-10-22,-22.0,-12.0,-9.0,-51.0,-38.0,12.0,118395.0,1.0,1477.0,4203888.0,148.0,143337.0,2490448.0,68603.0,1205899.0,888.0,1274596.0,27863.0,5.0,1405462.0,1405462.0
616,Alameda,2021-10-23,-22.0,-11.0,-3.0,-42.0,-16.0,4.0,118477.0,4.0,1481.0,4208352.0,100.0,143437.0,2494399.0,68515.0,1206451.0,464.0,1275060.0,28666.0,5.0,1405462.0,1405462.0
617,Alameda,2021-10-24,-40.0,-32.0,-63.0,-50.0,-22.0,9.0,118565.0,0.0,1481.0,4211013.0,61.0,143498.0,2496044.0,68431.0,1206700.0,165.0,1275225.0,28969.0,5.0,1405462.0,1405462.0
618,Alameda,2021-10-25,-22.0,-8.0,-8.0,-54.0,-42.0,14.0,118697.0,2.0,1483.0,4226507.0,175.0,143673.0,2502746.0,68329.0,1207455.0,653.0,1275878.0,30301.0,5.0,1405462.0,1405462.0
619,Alameda,2021-10-26,-20.0,-5.0,5.0,-54.0,-40.0,13.0,118840.0,3.0,1486.0,4242830.0,182.0,143855.0,2511263.0,68194.0,1208350.0,760.0,1276638.0,31982.0,5.0,1405462.0,1405462.0
620,Alameda,2021-10-27,-19.0,-8.0,14.0,-53.0,-40.0,12.0,118980.0,1.0,1487.0,4256550.0,186.0,144041.0,2520592.0,68231.0,1209114.0,801.0,1277439.0,34038.0,5.0,1405462.0,1405462.0
621,Alameda,2021-10-28,-18.0,-7.0,19.0,-50.0,-41.0,12.0,119102.0,1.0,1488.0,4269659.0,205.0,144246.0,2529906.0,68074.0,1209945.0,674.0,1278113.0,36048.0,6.0,1405462.0,1405462.0
622,Alameda,2021-10-29,-21.0,-8.0,9.0,-49.0,-37.0,11.0,119225.0,2.0,1490.0,4281629.0,179.0,144425.0,2540541.0,67944.0,1210844.0,769.0,1278882.0,38452.0,6.0,1405462.0,1405462.0
623,Alameda,2021-10-30,-22.0,-9.0,5.0,-42.0,-15.0,3.0,119306.0,1.0,1491.0,4285973.0,88.0,144513.0,2545422.0,67877.0,1211335.0,424.0,1279306.0,39538.0,8.0,1405462.0,1405462.0
624,Alameda,2021-10-31,-21.0,-8.0,24.0,-30.0,-15.0,3.0,119367.0,2.0,1493.0,4289200.0,57.0,144570.0,2547665.0,67839.0,1211582.0,209.0,1279515.0,40014.0,8.0,1405462.0,1405462.0
625,Alameda,2021-11-01,-25.0,-11.0,-30.0,-55.0,-44.0,15.0,119509.0,2.0,1495.0,4304372.0,190.0,144760.0,2555615.0,67874.0,1212301.0,754.0,1280269.0,41821.0,9.0,1405462.0,1405462.0
626,Alameda,2021-11-02,-21.0,-3.0,10.0,-54.0,-40.0,13.0,119647.0,3.0,1498.0,4320322.0,172.0,144932.0,2564895.0,67805.0,1213142.0,772.0,1281041.0,43999.0,9.0,1405462.0,1405462.0
627,Alameda,2021-11-03,-20.0,-6.0,14.0,-54.0,-40.0,13.0,119792.0,0.0,1498.0,4335476.0,178.0,145110.0,2574700.0,68097.0,1213891.0,1040.0,1282081.0,46277.0,9.0,1405462.0,1405462.0
628,Alameda,2021-11-04,-20.0,-9.0,12.0,-51.0,-41.0,13.0,119933.0,0.0,1498.0,4349532.0,180.0,145290.0,2584816.0,68229.0,1214729.0,970.0,1283051.0,48834.0,10.0,1405462.0,1405462.0
