,County,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cumulative_cases,deaths,cumulative_deaths,cumulative_total_tests,positive_tests,cumulative_positive_tests,cumulative_total_doses,total_partially_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_booster_recip_count,cumulative_bivalent_booster_recip_count,booster_eligible_population,bivalent_booster_eligible_population
312,Alameda,2020-12-23,-23.0,8.0,-7.0,-64.0,-56.0,19.0,50430.0,10.0,578.0,1315588.0,1014.0,57556.0,11955.0,11806.0,82.0,2084.0,11888.0,0.0,0.0,1405462.0,1405462.0
313,Alameda,2020-12-24,-33.0,12.0,-5.0,-70.0,-69.0,23.0,51007.0,11.0,589.0,1322882.0,567.0,58123.0,13174.0,13025.0,82.0,1219.0,13107.0,0.0,0.0,1405462.0,1405462.0
314,Alameda,2020-12-25,-81.0,-59.0,-50.0,-84.0,-85.0,33.0,51367.0,11.0,600.0,1324884.0,213.0,58336.0,13337.0,13186.0,82.0,161.0,13268.0,0.0,0.0,1405462.0,1405462.0
315,Alameda,2020-12-26,-52.0,-31.0,-18.0,-63.0,-30.0,14.0,51938.0,9.0,609.0,1330326.0,525.0,58861.0,14191.0,14035.0,84.0,851.0,14119.0,0.0,0.0,1405462.0,1405462.0
316,Alameda,2020-12-27,-47.0,-30.0,0.0,-57.0,-21.0,10.0,52560.0,6.0,615.0,1335324.0,527.0,59388.0,14695.0,14539.0,84.0,504.0,14623.0,0.0,0.0,1405462.0,1405462.0
317,Alameda,2020-12-28,-35.0,-20.0,-8.0,-68.0,-59.0,22.0,53800.0,12.0,627.0,1351797.0,1414.0,60802.0,16606.0,16441.0,86.0,1904.0,16527.0,0.0,0.0,1405462.0,1405462.0
318,Alameda,2020-12-29,-35.0,-13.0,12.0,-67.0,-60.0,21.0,54840.0,13.0,640.0,1366508.0,1335.0,62137.0,19132.0,18965.0,86.0,2524.0,19051.0,0.0,0.0,1405462.0,1405462.0
319,Alameda,2020-12-30,-32.0,-7.0,-1.0,-67.0,-59.0,21.0,55910.0,10.0,650.0,1379821.0,1320.0,63457.0,22208.0,22040.0,87.0,3076.0,22127.0,0.0,0.0,1405462.0,1405462.0
320,Alameda,2020-12-31,-31.0,9.0,10.0,-70.0,-65.0,22.0,56690.0,14.0,664.0,1387518.0,739.0,64196.0,24040.0,23869.0,87.0,1829.0,23956.0,0.0,0.0,1405462.0,1405462.0
321,Alameda,2021-01-01,-61.0,-43.0,5.0,-81.0,-81.0,31.0,57238.0,9.0,673.0,1390175.0,268.0,64464.0,24252.0,24066.0,95.0,205.0,24161.0,0.0,0.0,1405462.0,1405462.0
322,Alameda,2021-01-02,-52.0,-30.0,-49.0,-65.0,-31.0,15.0,57886.0,17.0,690.0,1396158.0,639.0,65103.0,24989.0,24798.0,97.0,734.0,24895.0,0.0,0.0,1405462.0,1405462.0
323,Alameda,2021-01-03,-48.0,-27.0,-18.0,-57.0,-23.0,11.0,58508.0,11.0,701.0,1401658.0,533.0,65636.0,25341.0,25136.0,103.0,344.0,25239.0,0.0,0.0,1405462.0,1405462.0
324,Alameda,2021-01-04,-43.0,-24.0,-40.0,-70.0,-56.0,23.0,59756.0,16.0,717.0,1417860.0,1429.0,67065.0,27097.0,26722.0,187.0,1670.0,26909.0,0.0,0.0,1405462.0,1405462.0
325,Alameda,2021-01-05,-41.0,-16.0,-9.0,-68.0,-55.0,22.0,60979.0,9.0,726.0,1435484.0,1485.0,68550.0,29347.0,28433.0,456.0,1980.0,28889.0,0.0,0.0,1405462.0,1405462.0
326,Alameda,2021-01-06,-44.0,-23.0,-26.0,-70.0,-55.0,23.0,62096.0,8.0,734.0,1450335.0,1327.0,69877.0,32752.0,29875.0,1435.0,2421.0,31310.0,0.0,0.0,1405462.0,1405462.0
327,Alameda,2021-01-07,-43.0,-21.0,-8.0,-69.0,-55.0,24.0,62950.0,10.0,744.0,1464195.0,1033.0,70910.0,36642.0,31275.0,2674.0,2639.0,33949.0,0.0,0.0,1405462.0,1405462.0
328,Alameda,2021-01-08,-45.0,-21.0,-20.0,-68.0,-51.0,23.0,63811.0,11.0,755.0,1477214.0,1063.0,71973.0,41495.0,32480.0,4488.0,3019.0,36968.0,0.0,0.0,1405462.0,1405462.0
329,Alameda,2021-01-09,-45.0,-20.0,0.0,-61.0,-20.0,12.0,64374.0,16.0,771.0,1484054.0,621.0,72594.0,43557.0,32737.0,5388.0,1157.0,38125.0,0.0,0.0,1405462.0,1405462.0
330,Alameda,2021-01-10,-45.0,-23.0,-2.0,-61.0,-21.0,11.0,64918.0,9.0,780.0,1489643.0,464.0,73058.0,44650.0,32504.0,6049.0,428.0,38553.0,0.0,0.0,1405462.0,1405462.0
331,Alameda,2021-01-11,-42.0,-24.0,-15.0,-70.0,-54.0,22.0,65897.0,20.0,800.0,1506614.0,1227.0,74285.0,49463.0,33504.0,7951.0,2902.0,41455.0,0.0,0.0,1405462.0,1405462.0
332,Alameda,2021-01-12,-43.0,-19.0,-13.0,-69.0,-55.0,23.0,66749.0,15.0,815.0,1522758.0,1076.0,75361.0,54466.0,35587.0,9409.0,3541.0,44996.0,0.0,0.0,1405462.0,1405462.0
333,Alameda,2021-01-13,-42.0,-22.0,-5.0,-69.0,-54.0,22.0,67573.0,9.0,824.0,1537962.0,1048.0,76409.0,59675.0,38228.0,10689.0,3921.0,48917.0,0.0,0.0,1405462.0,1405462.0
334,Alameda,2021-01-14,-43.0,-23.0,1.0,-69.0,-55.0,22.0,68323.0,12.0,836.0,1552309.0,1007.0,77416.0,65474.0,42179.0,11609.0,4871.0,53788.0,0.0,0.0,1405462.0,1405462.0
335,Alameda,2021-01-15,-44.0,-21.0,-9.0,-68.0,-51.0,22.0,68950.0,7.0,843.0,1565152.0,869.0,78285.0,71366.0,46486.0,12398.0,5096.0,58884.0,0.0,0.0,1405462.0,1405462.0
336,Alameda,2021-01-16,-45.0,-21.0,14.0,-61.0,-21.0,11.0,69379.0,13.0,856.0,1571545.0,556.0,78841.0,74412.0,48995.0,12665.0,2776.0,61660.0,0.0,0.0,1405462.0,1405462.0
337,Alameda,2021-01-17,-43.0,-24.0,33.0,-59.0,-21.0,8.0,69701.0,10.0,866.0,1575606.0,287.0,79128.0,76334.0,50456.0,12895.0,1691.0,63351.0,0.0,0.0,1405462.0,1405462.0
338,Alameda,2021-01-18,-35.0,-19.0,40.0,-72.0,-65.0,21.0,70266.0,4.0,870.0,1585532.0,609.0,79737.0,79546.0,52464.0,13496.0,2609.0,65960.0,0.0,0.0,1405462.0,1405462.0
339,Alameda,2021-01-19,-44.0,-21.0,-17.0,-70.0,-55.0,22.0,70898.0,13.0,883.0,1602918.0,795.0,80532.0,85230.0,55569.0,14785.0,4394.0,70354.0,0.0,0.0,1405462.0,1405462.0
340,Alameda,2021-01-20,-44.0,-24.0,-5.0,-70.0,-55.0,22.0,71540.0,13.0,896.0,1618240.0,814.0,81346.0,92199.0,59885.0,16105.0,5636.0,75990.0,0.0,0.0,1405462.0,1405462.0
341,Alameda,2021-01-21,-43.0,-24.0,-5.0,-69.0,-54.0,22.0,72014.0,16.0,912.0,1632187.0,653.0,81999.0,100438.0,66313.0,17005.0,7328.0,83318.0,0.0,0.0,1405462.0,1405462.0
342,Alameda,2021-01-22,-46.0,-23.0,-36.0,-70.0,-51.0,23.0,72448.0,6.0,918.0,1644837.0,593.0,82592.0,107369.0,70859.0,18186.0,5727.0,89045.0,0.0,0.0,1405462.0,1405462.0
343,Alameda,2021-01-23,-44.0,-20.0,7.0,-61.0,-20.0,11.0,72766.0,8.0,926.0,1650135.0,382.0,82974.0,110751.0,73138.0,18736.0,2829.0,91874.0,0.0,0.0,1405462.0,1405462.0
344,Alameda,2021-01-24,-49.0,-28.0,-41.0,-66.0,-25.0,12.0,73014.0,11.0,937.0,1653830.0,202.0,83176.0,112758.0,74596.0,19009.0,1731.0,93605.0,0.0,0.0,1405462.0,1405462.0
345,Alameda,2021-01-25,-41.0,-25.0,-18.0,-71.0,-54.0,21.0,73515.0,8.0,945.0,1669195.0,670.0,83846.0,118102.0,76749.0,20598.0,3742.0,97347.0,0.0,0.0,1405462.0,1405462.0
346,Alameda,2021-01-26,-44.0,-25.0,-37.0,-72.0,-55.0,23.0,73940.0,12.0,957.0,1683196.0,632.0,84478.0,125504.0,80360.0,22488.0,5501.0,102848.0,0.0,0.0,1405462.0,1405462.0
347,Alameda,2021-01-27,-46.0,-28.0,-47.0,-73.0,-55.0,24.0,74316.0,8.0,965.0,1694411.0,412.0,84890.0,132268.0,83334.0,24377.0,4863.0,107711.0,0.0,0.0,1405462.0,1405462.0
348,Alameda,2021-01-28,-46.0,-28.0,-43.0,-72.0,-56.0,25.0,74734.0,9.0,974.0,1706483.0,565.0,85455.0,140097.0,86804.0,26544.0,5637.0,113348.0,0.0,0.0,1405462.0,1405462.0
349,Alameda,2021-01-29,-41.0,-21.0,-11.0,-67.0,-50.0,21.0,75158.0,8.0,982.0,1718770.0,605.0,86060.0,148160.0,91202.0,28369.0,6223.0,119571.0,0.0,0.0,1405462.0,1405462.0
350,Alameda,2021-01-30,-41.0,-21.0,3.0,-61.0,-17.0,11.0,75425.0,9.0,991.0,1723450.0,310.0,86370.0,151687.0,93271.0,29092.0,2792.0,122363.0,0.0,0.0,1405462.0,1405462.0
351,Alameda,2021-01-31,-39.0,-22.0,21.0,-58.0,-20.0,9.0,75628.0,5.0,996.0,1726791.0,121.0,86491.0,153645.0,94742.0,29331.0,1710.0,124073.0,0.0,0.0,1405462.0,1405462.0
352,Alameda,2021-02-01,-39.0,-23.0,-12.0,-69.0,-53.0,21.0,76053.0,10.0,1006.0,1742614.0,584.0,87075.0,160256.0,96956.0,31525.0,4408.0,128481.0,0.0,0.0,1405462.0,1405462.0
353,Alameda,2021-02-02,-41.0,-20.0,-16.0,-69.0,-54.0,22.0,76409.0,7.0,1013.0,1757285.0,513.0,87588.0,167472.0,99361.0,33926.0,4806.0,133287.0,0.0,0.0,1405462.0,1405462.0
354,Alameda,2021-02-03,-39.0,-22.0,-9.0,-68.0,-53.0,21.0,76752.0,7.0,1020.0,1769555.0,430.0,88018.0,174671.0,101054.0,36672.0,4439.0,137726.0,0.0,0.0,1405462.0,1405462.0
355,Alameda,2021-02-04,-39.0,-21.0,1.0,-68.0,-53.0,21.0,77077.0,11.0,1031.0,1782418.0,468.0,88486.0,184132.0,104235.0,39805.0,6315.0,144041.0,0.0,0.0,1405462.0,1405462.0
356,Alameda,2021-02-05,-40.0,-19.0,-1.0,-66.0,-49.0,20.0,77363.0,7.0,1038.0,1794002.0,393.0,88879.0,194509.0,106721.0,43742.0,6423.0,150464.0,0.0,0.0,1405462.0,1405462.0
357,Alameda,2021-02-06,-39.0,-16.0,18.0,-59.0,-16.0,9.0,77592.0,3.0,1041.0,1798928.0,203.0,89082.0,201512.0,111363.0,44918.0,5818.0,156282.0,0.0,0.0,1405462.0,1405462.0
358,Alameda,2021-02-07,-43.0,-19.0,14.0,-58.0,-19.0,8.0,77745.0,8.0,1049.0,1802204.0,164.0,89246.0,205186.0,113113.0,45876.0,2708.0,158990.0,0.0,0.0,1405462.0,1405462.0
359,Alameda,2021-02-08,-40.0,-25.0,-13.0,-69.0,-54.0,20.0,78046.0,5.0,1054.0,1817566.0,457.0,89703.0,213474.0,116117.0,48512.0,5640.0,164630.0,0.0,0.0,1405462.0,1405462.0
360,Alameda,2021-02-09,-40.0,-19.0,-11.0,-68.0,-54.0,21.0,78307.0,8.0,1062.0,1832064.0,389.0,90092.0,223341.0,118534.0,52232.0,6137.0,170767.0,0.0,0.0,1405462.0,1405462.0
361,Alameda,2021-02-10,-37.0,-19.0,0.0,-68.0,-53.0,20.0,78569.0,7.0,1069.0,1844429.0,338.0,90430.0,235000.0,119813.0,57411.0,6458.0,177225.0,0.0,0.0,1405462.0,1405462.0
362,Alameda,2021-02-11,-41.0,-23.0,-31.0,-68.0,-54.0,22.0,78770.0,7.0,1076.0,1856357.0,329.0,90759.0,249116.0,121963.0,63386.0,8125.0,185350.0,0.0,0.0,1405462.0,1405462.0
363,Alameda,2021-02-12,-38.0,-17.0,-5.0,-65.0,-51.0,20.0,78996.0,7.0,1083.0,1866670.0,331.0,91090.0,261843.0,124877.0,68283.0,7811.0,193161.0,0.0,0.0,1405462.0,1405462.0
364,Alameda,2021-02-13,-39.0,-13.0,-8.0,-59.0,-19.0,9.0,79145.0,13.0,1096.0,1871052.0,208.0,91298.0,269838.0,128813.0,70307.0,5960.0,199121.0,0.0,0.0,1405462.0,1405462.0
365,Alameda,2021-02-14,-35.0,-15.0,-1.0,-58.0,-19.0,8.0,79267.0,6.0,1102.0,1873727.0,116.0,91414.0,273892.0,130460.0,71508.0,2848.0,201969.0,0.0,0.0,1405462.0,1405462.0
366,Alameda,2021-02-15,-35.0,-21.0,-21.0,-73.0,-68.0,23.0,79419.0,3.0,1105.0,1880124.0,161.0,91575.0,279617.0,132024.0,73587.0,3643.0,205612.0,0.0,0.0,1405462.0,1405462.0
367,Alameda,2021-02-16,-40.0,-19.0,-4.0,-67.0,-54.0,21.0,79616.0,4.0,1109.0,1896519.0,365.0,91940.0,292235.0,137641.0,77078.0,9108.0,214720.0,0.0,0.0,1405462.0,1405462.0
368,Alameda,2021-02-17,-38.0,-20.0,2.0,-68.0,-53.0,20.0,79785.0,6.0,1115.0,1908371.0,238.0,92178.0,306386.0,144034.0,80950.0,10265.0,224985.0,0.0,0.0,1405462.0,1405462.0
369,Alameda,2021-02-18,-38.0,-21.0,3.0,-67.0,-54.0,21.0,79947.0,3.0,1118.0,1918759.0,233.0,92411.0,322182.0,150753.0,85478.0,11247.0,236232.0,0.0,0.0,1405462.0,1405462.0
370,Alameda,2021-02-19,-41.0,-21.0,-19.0,-67.0,-50.0,21.0,80081.0,3.0,1121.0,1929459.0,208.0,92619.0,340083.0,156077.0,91751.0,11597.0,247829.0,0.0,0.0,1405462.0,1405462.0
371,Alameda,2021-02-20,-39.0,-19.0,11.0,-58.0,-18.0,9.0,80181.0,4.0,1125.0,1933948.0,130.0,92749.0,352161.0,162271.0,94688.0,9131.0,256960.0,0.0,0.0,1405462.0,1405462.0
372,Alameda,2021-02-21,-36.0,-20.0,36.0,-53.0,-18.0,7.0,80272.0,4.0,1129.0,1937280.0,83.0,92832.0,360021.0,164941.0,97274.0,5256.0,262216.0,0.0,0.0,1405462.0,1405462.0
373,Alameda,2021-02-22,-37.0,-21.0,7.0,-67.0,-52.0,20.0,80466.0,3.0,1132.0,1950507.0,263.0,93095.0,371426.0,167668.0,101602.0,7055.0,269271.0,0.0,0.0,1405462.0,1405462.0
374,Alameda,2021-02-23,-36.0,-17.0,19.0,-67.0,-53.0,20.0,80617.0,9.0,1141.0,1963807.0,217.0,93312.0,385016.0,170698.0,106867.0,8295.0,277566.0,0.0,0.0,1405462.0,1405462.0
375,Alameda,2021-02-24,-36.0,-20.0,10.0,-67.0,-52.0,20.0,80756.0,2.0,1143.0,1976167.0,181.0,93493.0,400374.0,175067.0,112323.0,9825.0,287391.0,0.0,0.0,1405462.0,1405462.0
376,Alameda,2021-02-25,-36.0,-19.0,13.0,-66.0,-53.0,21.0,80876.0,6.0,1149.0,1987039.0,171.0,93664.0,416920.0,179328.0,118454.0,10392.0,297783.0,0.0,0.0,1405462.0,1405462.0
377,Alameda,2021-02-26,-37.0,-18.0,5.0,-64.0,-49.0,20.0,80997.0,2.0,1151.0,1997306.0,182.0,93846.0,435976.0,184053.0,125602.0,11873.0,309656.0,0.0,0.0,1405462.0,1405462.0
378,Alameda,2021-02-27,-36.0,-17.0,19.0,-57.0,-17.0,8.0,81092.0,2.0,1153.0,2001489.0,131.0,93977.0,451561.0,187507.0,131658.0,9510.0,319166.0,0.0,0.0,1405462.0,1405462.0
379,Alameda,2021-02-28,-33.0,-17.0,41.0,-52.0,-17.0,6.0,81166.0,0.0,1153.0,2004446.0,60.0,94037.0,461970.0,190168.0,135521.0,6524.0,325690.0,0.0,0.0,1405462.0,1405462.0
380,Alameda,2021-03-01,-34.0,-18.0,6.0,-66.0,-52.0,19.0,81287.0,4.0,1157.0,2018108.0,153.0,94190.0,476566.0,193341.0,141202.0,8854.0,334544.0,0.0,0.0,1405462.0,1405462.0
381,Alameda,2021-03-02,-35.0,-15.0,7.0,-67.0,-53.0,20.0,81415.0,3.0,1160.0,2031074.0,186.0,94376.0,492525.0,197902.0,146878.0,10237.0,344781.0,0.0,0.0,1405462.0,1405462.0
382,Alameda,2021-03-03,-34.0,-17.0,0.0,-66.0,-52.0,20.0,81537.0,2.0,1162.0,2041944.0,139.0,94515.0,508937.0,203526.0,152247.0,10993.0,355774.0,0.0,0.0,1405462.0,1405462.0
383,Alameda,2021-03-04,-34.0,-16.0,14.0,-65.0,-53.0,20.0,81658.0,1.0,1163.0,2052409.0,172.0,94687.0,527198.0,208006.0,159108.0,11341.0,367115.0,0.0,0.0,1405462.0,1405462.0
384,Alameda,2021-03-05,-35.0,-16.0,6.0,-64.0,-49.0,19.0,81767.0,1.0,1164.0,2062054.0,135.0,94822.0,544097.0,213518.0,164773.0,11177.0,378292.0,0.0,0.0,1405462.0,1405462.0
385,Alameda,2021-03-06,-35.0,-14.0,16.0,-58.0,-18.0,8.0,81853.0,1.0,1165.0,2066121.0,106.0,94928.0,559258.0,218363.0,170020.0,10092.0,388384.0,0.0,0.0,1405462.0,1405462.0
386,Alameda,2021-03-07,-33.0,-16.0,39.0,-53.0,-18.0,6.0,81910.0,1.0,1166.0,2069543.0,33.0,94961.0,569297.0,222611.0,173014.0,7242.0,395626.0,0.0,0.0,1405462.0,1405462.0
387,Alameda,2021-03-08,-35.0,-18.0,-7.0,-67.0,-53.0,19.0,82030.0,2.0,1168.0,2082976.0,146.0,95107.0,581945.0,228812.0,176406.0,9593.0,405219.0,0.0,0.0,1405462.0,1405462.0
388,Alameda,2021-03-09,-38.0,-18.0,-18.0,-68.0,-53.0,21.0,82141.0,1.0,1169.0,2096373.0,153.0,95260.0,596978.0,230462.0,183299.0,8543.0,413762.0,0.0,0.0,1405462.0,1405462.0
389,Alameda,2021-03-10,-37.0,-20.0,-30.0,-69.0,-53.0,21.0,82228.0,1.0,1170.0,2107168.0,124.0,95384.0,614714.0,229219.0,193058.0,8516.0,422278.0,0.0,0.0,1405462.0,1405462.0
390,Alameda,2021-03-11,-34.0,-17.0,-1.0,-65.0,-53.0,20.0,82334.0,0.0,1170.0,2117422.0,150.0,95534.0,634718.0,224539.0,206226.0,8488.0,430766.0,0.0,0.0,1405462.0,1405462.0
391,Alameda,2021-03-12,-34.0,-15.0,7.0,-63.0,-48.0,18.0,82425.0,1.0,1171.0,2127026.0,144.0,95678.0,656321.0,219405.0,220458.0,9098.0,439864.0,0.0,0.0,1405462.0,1405462.0
392,Alameda,2021-03-13,-34.0,-15.0,12.0,-55.0,-18.0,8.0,82503.0,5.0,1176.0,2130481.0,99.0,95777.0,672783.0,214445.0,231703.0,6287.0,446151.0,0.0,0.0,1405462.0,1405462.0
393,Alameda,2021-03-14,-36.0,-21.0,-9.0,-55.0,-20.0,8.0,82563.0,1.0,1177.0,2133524.0,51.0,95828.0,683631.0,210989.0,239260.0,4101.0,450252.0,0.0,0.0,1405462.0,1405462.0
394,Alameda,2021-03-15,-34.0,-17.0,-14.0,-66.0,-53.0,20.0,82648.0,2.0,1179.0,2146264.0,116.0,95944.0,698296.0,209423.0,247613.0,6788.0,457040.0,0.0,0.0,1405462.0,1405462.0
395,Alameda,2021-03-16,-31.0,-11.0,14.0,-64.0,-52.0,19.0,82737.0,3.0,1182.0,2159695.0,130.0,96074.0,715982.0,207409.0,257713.0,8086.0,465126.0,0.0,0.0,1405462.0,1405462.0
396,Alameda,2021-03-17,-31.0,-16.0,-4.0,-65.0,-52.0,19.0,82848.0,3.0,1185.0,2171467.0,128.0,96202.0,733982.0,206976.0,267280.0,9134.0,474260.0,0.0,0.0,1405462.0,1405462.0
397,Alameda,2021-03-18,-37.0,-23.0,-40.0,-67.0,-54.0,22.0,82924.0,1.0,1186.0,2180856.0,93.0,96295.0,753641.0,205946.0,278060.0,9750.0,484010.0,0.0,0.0,1405462.0,1405462.0
398,Alameda,2021-03-19,-33.0,-14.0,-1.0,-61.0,-48.0,18.0,83005.0,2.0,1188.0,2190398.0,105.0,96400.0,773430.0,203706.0,289918.0,9618.0,493628.0,0.0,0.0,1405462.0,1405462.0
399,Alameda,2021-03-20,-31.0,-14.0,21.0,-53.0,-17.0,7.0,83077.0,2.0,1190.0,2194444.0,76.0,96476.0,789433.0,201471.0,299432.0,7284.0,500912.0,0.0,0.0,1405462.0,1405462.0
400,Alameda,2021-03-21,-29.0,-17.0,42.0,-48.0,-15.0,6.0,83145.0,1.0,1191.0,2197438.0,49.0,96525.0,798721.0,199594.0,305294.0,3985.0,504897.0,0.0,0.0,1405462.0,1405462.0
401,Alameda,2021-03-22,-30.0,-18.0,7.0,-64.0,-52.0,18.0,83232.0,1.0,1192.0,2210504.0,134.0,96659.0,814003.0,199316.0,313552.0,7980.0,512877.0,0.0,0.0,1405462.0,1405462.0
402,Alameda,2021-03-23,-31.0,-14.0,16.0,-64.0,-52.0,19.0,83323.0,3.0,1195.0,2221922.0,138.0,96797.0,833651.0,200151.0,323341.0,10624.0,523501.0,0.0,0.0,1405462.0,1405462.0
403,Alameda,2021-03-24,-30.0,-17.0,14.0,-64.0,-52.0,19.0,83425.0,1.0,1196.0,2232763.0,137.0,96934.0,853320.0,198511.0,334474.0,9494.0,532995.0,0.0,0.0,1405462.0,1405462.0
404,Alameda,2021-03-25,-30.0,-15.0,20.0,-62.0,-52.0,19.0,83518.0,2.0,1198.0,2242297.0,138.0,97072.0,874394.0,197894.0,345997.0,10907.0,543902.0,0.0,0.0,1405462.0,1405462.0
405,Alameda,2021-03-26,-30.0,-14.0,19.0,-61.0,-49.0,17.0,83612.0,0.0,1198.0,2249574.0,133.0,97205.0,895690.0,195307.0,358682.0,10103.0,554005.0,0.0,0.0,1405462.0,1405462.0
406,Alameda,2021-03-27,-32.0,-15.0,32.0,-52.0,-17.0,6.0,83674.0,2.0,1200.0,2253451.0,83.0,97288.0,914161.0,192663.0,369665.0,8339.0,562344.0,0.0,0.0,1405462.0,1405462.0
407,Alameda,2021-03-28,-28.0,-16.0,50.0,-46.0,-16.0,5.0,83745.0,0.0,1200.0,2256728.0,47.0,97335.0,924958.0,189174.0,376900.0,3746.0,566090.0,0.0,0.0,1405462.0,1405462.0
408,Alameda,2021-03-29,-29.0,-17.0,13.0,-64.0,-53.0,18.0,83866.0,1.0,1201.0,2271457.0,141.0,97476.0,940233.0,187145.0,386014.0,7085.0,573175.0,0.0,0.0,1405462.0,1405462.0
409,Alameda,2021-03-30,-29.0,-12.0,29.0,-63.0,-52.0,18.0,83966.0,0.0,1201.0,2283207.0,130.0,97606.0,959509.0,188913.0,395629.0,11383.0,584558.0,0.0,0.0,1405462.0,1405462.0
410,Alameda,2021-03-31,-26.0,-13.0,25.0,-62.0,-53.0,18.0,84066.0,1.0,1202.0,2293790.0,126.0,97732.0,979271.0,189569.0,406204.0,11242.0,595800.0,0.0,0.0,1405462.0,1405462.0
411,Alameda,2021-04-01,-25.0,-10.0,29.0,-59.0,-52.0,18.0,84148.0,2.0,1204.0,2302834.0,127.0,97859.0,1003430.0,193644.0,419019.0,16900.0,612700.0,0.0,0.0,1405462.0,1405462.0
412,Alameda,2021-04-02,-28.0,-10.0,16.0,-58.0,-51.0,17.0,84227.0,3.0,1207.0,2311559.0,126.0,97985.0,1027840.0,198535.0,431635.0,17510.0,630210.0,0.0,0.0,1405462.0,1405462.0
413,Alameda,2021-04-03,-31.0,-9.0,13.0,-51.0,-20.0,6.0,84300.0,1.0,1208.0,2315389.0,73.0,98058.0,1048302.0,203184.0,441930.0,14944.0,645154.0,0.0,0.0,1405462.0,1405462.0
414,Alameda,2021-04-04,-41.0,-16.0,20.0,-48.0,-21.0,5.0,84367.0,3.0,1211.0,2317946.0,32.0,98090.0,1058175.0,203678.0,448400.0,6966.0,652120.0,0.0,0.0,1405462.0,1405462.0
415,Alameda,2021-04-05,-27.0,-18.0,-4.0,-63.0,-54.0,17.0,84486.0,1.0,1212.0,2330659.0,139.0,98229.0,1076575.0,205085.0,459241.0,12250.0,664370.0,0.0,0.0,1405462.0,1405462.0
416,Alameda,2021-04-06,-27.0,-12.0,19.0,-62.0,-54.0,17.0,84602.0,1.0,1213.0,2341811.0,125.0,98354.0,1099489.0,209026.0,471604.0,16307.0,680677.0,0.0,0.0,1405462.0,1405462.0
417,Alameda,2021-04-07,-27.0,-15.0,12.0,-62.0,-54.0,17.0,84715.0,1.0,1214.0,2351497.0,126.0,98480.0,1122863.0,214568.0,483243.0,17185.0,697862.0,0.0,0.0,1405462.0,1405462.0
418,Alameda,2021-04-08,-27.0,-15.0,23.0,-61.0,-54.0,17.0,84799.0,0.0,1214.0,2360262.0,104.0,98584.0,1149006.0,219018.0,498014.0,19223.0,717085.0,0.0,0.0,1405462.0,1405462.0
419,Alameda,2021-04-09,-31.0,-16.0,9.0,-60.0,-50.0,16.0,84907.0,1.0,1215.0,2368663.0,131.0,98715.0,1173141.0,224885.0,509767.0,17622.0,734707.0,0.0,0.0,1405462.0,1405462.0
420,Alameda,2021-04-10,-32.0,-16.0,23.0,-50.0,-18.0,5.0,84974.0,0.0,1215.0,2372445.0,75.0,98790.0,1193138.0,228199.0,521218.0,14768.0,749475.0,0.0,0.0,1405462.0,1405462.0
421,Alameda,2021-04-11,-28.0,-16.0,36.0,-45.0,-17.0,5.0,85038.0,1.0,1216.0,2375270.0,62.0,98852.0,1204497.0,230133.0,527902.0,8619.0,758094.0,0.0,0.0,1405462.0,1405462.0
422,Alameda,2021-04-12,-29.0,-16.0,8.0,-62.0,-52.0,18.0,85175.0,0.0,1216.0,2389470.0,146.0,98998.0,1223211.0,234464.0,536095.0,12525.0,770619.0,0.0,0.0,1405462.0,1405462.0
423,Alameda,2021-04-13,-31.0,-14.0,12.0,-63.0,-52.0,18.0,85277.0,0.0,1216.0,2401969.0,152.0,99150.0,1247161.0,245526.0,542536.0,17503.0,788122.0,0.0,0.0,1405462.0,1405462.0
424,Alameda,2021-04-14,-29.0,-16.0,15.0,-63.0,-52.0,18.0,85383.0,1.0,1217.0,2413120.0,142.0,99292.0,1271260.0,253680.0,550479.0,16097.0,804219.0,0.0,0.0,1405462.0,1405462.0
425,Alameda,2021-04-15,-28.0,-15.0,20.0,-60.0,-52.0,18.0,85480.0,1.0,1218.0,2422831.0,153.0,99445.0,1296537.0,261373.0,559233.0,16447.0,820666.0,0.0,0.0,1405462.0,1405462.0
426,Alameda,2021-04-16,-30.0,-16.0,11.0,-59.0,-48.0,16.0,85587.0,1.0,1219.0,2431606.0,171.0,99616.0,1321919.0,268301.0,568426.0,16121.0,836787.0,0.0,0.0,1405462.0,1405462.0
427,Alameda,2021-04-17,-31.0,-15.0,27.0,-49.0,-18.0,6.0,85667.0,2.0,1221.0,2435256.0,81.0,99697.0,1343210.0,276439.0,574971.0,14683.0,851470.0,0.0,0.0,1405462.0,1405462.0
428,Alameda,2021-04-18,-27.0,-15.0,48.0,-43.0,-16.0,5.0,85740.0,0.0,1221.0,2438504.0,44.0,99741.0,1354113.0,280474.0,578389.0,7453.0,858923.0,0.0,0.0,1405462.0,1405462.0
429,Alameda,2021-04-19,-29.0,-16.0,8.0,-62.0,-51.0,18.0,85855.0,3.0,1224.0,2451754.0,125.0,99866.0,1370360.0,282457.0,585492.0,9086.0,868009.0,0.0,0.0,1405462.0,1405462.0
